date,target_month,close,monthly_reference,monthly_direction_3m,fast_state,slow_state,emergency_level,emergency_reversal
2026-02-04,2026-02,4965.28851,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-05,2026-02,4778.93454,4748.755369427408,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2026-02-06,2026-02,4962.63337,4748.755369427408,UP,MIXED,ROBUST_UP,UP,OFF
2026-02-07,2026-02,4959.077,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-08,2026-02,5024.11018,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-09,2026-02,5058.4419,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-10,2026-02,5025.31678,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-11,2026-02,5084.05927,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-12,2026-02,4922.01168,4748.755369427408,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2026-02-13,2026-02,5042.63303,4748.755369427408,UP,MIXED,ROBUST_UP,UP,OFF
2026-02-14,2026-02,5043.1934,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-15,2026-02,5043.21073,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-16,2026-02,4992.10763,4748.755369427408,UP,MIXED,ROBUST_UP,UP,OFF
2026-02-17,2026-02,4878.23383,4748.755369427408,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,DOWN_ALERT
2026-02-18,2026-02,4976.90236,4748.755369427408,UP,MIXED,ROBUST_UP,UP,OFF
2026-02-19,2026-02,4996.15684,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-20,2026-02,5103.73513,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-21,2026-02,5098.58266,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-22,2026-02,5098.57113,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-23,2026-02,5227.67983,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-24,2026-02,5143.59515,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-25,2026-02,5164.81572,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-26,2026-02,5184.81729,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-27,2026-02,5278.63621,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-02-28,2026-02,5277.92142,4748.755369427408,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-03-01,2026-03,5277.92054,5059.284709800844,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-03-02,2026-03,5322.13417,5059.284709800844,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-03-03,2026-03,5088.51267,5059.284709800844,UP,MIXED,ROBUST_UP,NEUTRAL,DOWN_ALERT
2026-03-04,2026-03,5140.82678,5059.284709800844,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2026-03-05,2026-03,5082.31269,5059.284709800844,UP,MIXED,ROBUST_UP,NEUTRAL,DOWN_ALERT
2026-03-06,2026-03,5171.6658,5059.284709800844,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2026-03-07,2026-03,5171.14473,5059.284709800844,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2026-03-08,2026-03,5171.11617,5059.284709800844,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2026-03-09,2026-03,5138.19107,5059.284709800844,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2026-03-10,2026-03,5192.27976,5059.284709800844,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2026-03-11,2026-03,5176.2569,5059.284709800844,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-03-12,2026-03,5079.16964,5059.284709800844,UP,MIXED,ROBUST_UP,NEUTRAL,DOWN_ALERT
2026-03-13,2026-03,5020.95025,5059.284709800844,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,DOWN_ALERT
2026-03-14,2026-03,5019.80006,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,DOWN_ALERT
2026-03-15,2026-03,5019.79638,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,DOWN_ALERT
2026-03-16,2026-03,5006.45592,5059.284709800844,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,DOWN_ALERT
2026-03-17,2026-03,5005.92663,5059.284709800844,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,DOWN_ALERT
2026-03-18,2026-03,4818.75011,5059.284709800844,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2026-03-19,2026-03,4650.55144,5059.284709800844,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2026-03-20,2026-03,4494.78788,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-21,2026-03,4497.50765,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-22,2026-03,4497.48042,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-23,2026-03,4407.20499,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-24,2026-03,4474.51182,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-25,2026-03,4506.29133,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-26,2026-03,4377.53433,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-27,2026-03,4494.17866,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-28,2026-03,4507.69793,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-29,2026-03,4507.68007,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-30,2026-03,4510.8908,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-03-31,2026-03,4668.12263,5059.284709800844,UP,ROBUST_DOWN,ROBUST_DOWN,DOWN,UP_ALERT
2026-04-01,2026-04,4758.2884,4874.14254413999,UP,MIXED,ROBUST_DOWN,NEUTRAL,OFF
2026-04-02,2026-04,4676.80514,4874.14254413999,UP,ROBUST_UP,ROBUST_DOWN,DOWN,OFF
2026-04-03,2026-04,4676.49845,4874.14254413999,UP,ROBUST_UP,NOT_YET_ROBUST,DOWN,OFF
2026-04-04,2026-04,4676.50865,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,DOWN,OFF
2026-04-05,2026-04,4676.50455,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,DOWN,OFF
2026-04-06,2026-04,4649.76527,4874.14254413999,UP,ROBUST_UP,NOT_YET_ROBUST,DOWN,OFF
2026-04-07,2026-04,4706.39311,4874.14254413999,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2026-04-08,2026-04,4719.47769,4874.14254413999,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2026-04-09,2026-04,4766.56409,4874.14254413999,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2026-04-10,2026-04,4749.58009,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-11,2026-04,4750.52873,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-12,2026-04,4750.50252,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-13,2026-04,4740.74803,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-14,2026-04,4841.71465,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT
2026-04-15,2026-04,4790.98573,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-16,2026-04,4789.6854,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-17,2026-04,4830.60557,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-18,2026-04,4834.10038,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-19,2026-04,4834.1014,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-20,2026-04,4820.47575,4874.14254413999,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2026-04-21,2026-04,4719.56596,4874.14254413999,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2026-04-22,2026-04,4739.78055,4874.14254413999,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2026-04-23,2026-04,4693.67161,4874.14254413999,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2026-04-24,2026-04,4709.65804,4874.14254413999,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2026-04-25,2026-04,4708.59504,4874.14254413999,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-04-26,2026-04,4707.28437,4874.14254413999,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-04-27,2026-04,4681.67029,4874.14254413999,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2026-04-28,2026-04,4596.47098,4874.14254413999,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2026-04-29,2026-04,4543.91802,4874.14254413999,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2026-04-30,2026-04,4621.32118,4874.14254413999,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2026-05-01,2026-05,4614.83277,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-05-02,2026-05,4613.27308,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-05-03,2026-05,4613.28448,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-05-04,2026-05,4523.59841,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-05,2026-05,4556.92512,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-06,2026-05,4690.91268,4779.350528252444,DOWN,MIXED,ROBUST_DOWN,NEUTRAL,OFF
2026-05-07,2026-05,4689.4371,4779.350528252444,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,OFF
2026-05-08,2026-05,4716.2703,4779.350528252444,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT
2026-05-09,2026-05,4715.4877,4779.350528252444,DOWN,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,UP_ALERT
2026-05-10,2026-05,4715.48243,4779.350528252444,DOWN,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,UP_ALERT
2026-05-11,2026-05,4735.46064,4779.350528252444,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT
2026-05-12,2026-05,4715.30897,4779.350528252444,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT
2026-05-13,2026-05,4688.61014,4779.350528252444,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,OFF
2026-05-14,2026-05,4651.91243,4779.350528252444,DOWN,MIXED,ROBUST_DOWN,NEUTRAL,OFF
2026-05-15,2026-05,4540.14677,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-16,2026-05,4537.72547,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-17,2026-05,4537.71527,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-18,2026-05,4566.17371,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-19,2026-05,4481.85399,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-20,2026-05,4544.05897,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-21,2026-05,4543.10657,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-22,2026-05,4508.84161,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-23,2026-05,4505.65833,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-24,2026-05,4505.64909,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-25,2026-05,4571.23972,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-26,2026-05,4507.58338,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-27,2026-05,4456.29881,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-28,2026-05,4496.36988,4779.350528252444,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-05-30,2026-05,4542.52645,4779.350528252444,DOWN,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2026-05-31,2026-05,4542.5767,4779.350528252444,DOWN,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2026-06-01,2026-06,4484.65892,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-06-02,2026-06,4488.67153,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-06-03,2026-06,4434.46857,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-06-04,2026-06,4475.96582,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-06-05,2026-06,4328.95948,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-06,2026-06,4330.15149,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-07,2026-06,4330.1492,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-08,2026-06,4330.19194,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-09,2026-06,4260.08482,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-10,2026-06,4071.58097,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-11,2026-06,4211.07514,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-12,2026-06,4217.96336,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-13,2026-06,4215.38604,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-14,2026-06,4215.36946,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-15,2026-06,4309.42435,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,UP_ALERT
2026-06-16,2026-06,4331.36946,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,UP_ALERT
2026-06-17,2026-06,4258.07298,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,UP_ALERT
2026-06-18,2026-06,4209.12291,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-19,2026-06,4156.6112,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-20,2026-06,4156.51085,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-21,2026-06,4156.5162,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-22,2026-06,4191.78368,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-23,2026-06,4110.44546,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-24,2026-06,4001.11524,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-25,2026-06,4026.44634,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-26,2026-06,4088.92554,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-27,2026-06,4080.81341,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-28,2026-06,4080.80878,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-06-29,2026-06,4016.52691,4592.012983369908,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF
2026-07-04,2026-07,4174.94111,4209.847861682891,DOWN,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF
2026-07-05,2026-07,4175.01112,4209.847861682891,DOWN,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2026-07-11,2026-07,4111.53243,4209.847861682891,DOWN,MIXED,ROBUST_UP,NEUTRAL,OFF
2026-07-12,2026-07,4111.53882,4209.847861682891,DOWN,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2026-07-18,2026-07,4010.60888,4209.847861682891,DOWN,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2026-07-19,2026-07,4010.6058,4209.847861682891,DOWN,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2026-07-25,2026-07,4056.01128,4209.847861682891,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-07-26,2026-07,4056.01212,4209.847861682891,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-08-01,2026-08,4042.74098,4026.328460605107,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-08-02,2026-08,4042.7451,4026.328460605107,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-08-08,2026-08,4342.23668,4026.328460605107,DOWN,MIXED,NOT_YET_ROBUST,UP,OFF
2026-08-09,2026-08,4342.18657,4026.328460605107,DOWN,ROBUST_UP,NOT_YET_ROBUST,UP,OFF
2026-08-15,2026-08,4375.58712,4026.328460605107,DOWN,ROBUST_UP,ROBUST_UP,UP,OFF
2026-08-16,2026-08,4375.54686,4026.328460605107,DOWN,ROBUST_UP,ROBUST_UP,UP,OFF
2026-08-22,2026-08,4608.1496,4026.328460605107,DOWN,ROBUST_UP,ROBUST_UP,UP,OFF
2026-08-23,2026-08,4603.69568,4026.328460605107,DOWN,ROBUST_UP,ROBUST_UP,UP,OFF
2026-08-29,2026-08,4458.88083,4026.328460605107,DOWN,ROBUST_UP,ROBUST_UP,UP,OFF
2026-08-30,2026-08,4456.19301,4026.328460605107,DOWN,ROBUST_UP,ROBUST_UP,UP,OFF
