policy,window,status,year,train_n,train_available,test_n,mse,qlike,oos_r2_vs_train_mean,high_risk_auc,alert_count,alert_coverage,alert_precision,alert_recall,tp,fp,fn,tn,q80,beta,n,pooled_mse,pooled_qlike,mean_annual_auc,total_alerts,mean_alert_precision,mean_alert_recall
EXTENDED_ROLLING_775,775,OK,2022,775,1016,205,1.1267373706865422e-09,0.16268408846156568,0.27690026905763776,0.7245817245817245,17,0.08292682926829269,0.6470588235294118,0.2972972972972973,11,6,26,162,6.14583153886448e-05,"[0.0007732540076043723, 0.3312942906695926, 0.4798941093435912, 0.06306064940345119]",,,,,,,
EXTENDED_ROLLING_775,775,OK,2023,775,1221,203,3.1613371350379253e-10,0.13312740616442187,0.6615631580135999,0.6858974358974359,3,0.014778325123152709,0.3333333333333333,0.125,1,2,7,193,6.429488084630885e-05,"[0.0010566602004137451, 0.34139816319252386, 0.47490931376804907, 0.021731055907997954]",,,,,,,
EXTENDED_ROLLING_775,775,OK,2024,775,1424,205,5.957766030353158e-10,0.15785125197671976,0.19161916741033547,0.7265221878224974,16,0.07804878048780488,0.5,0.23529411764705882,8,8,26,163,5.386426406622631e-05,"[0.001154043697041442, 0.2124869591903898, 0.4118426441535001, 0.18074241796514517]",,,,,,,
EXTENDED_ROLLING_775,775,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.807349240689246e-10,0.15127994819123353,0.7123337827672193,36,0.4934640522875817,0.21919713831478538
EXTENDED_ROLLING_800,800,OK,2022,800,1016,205,1.1279975188270138e-09,0.1633095951436726,0.272278491038925,0.7277272727272728,17,0.08292682926829269,0.6470588235294118,0.275,11,6,29,159,5.972024305466017e-05,"[0.0007401074637447754, 0.33020289082742194, 0.48074031455408267, 0.06717956550199275]",,,,,,,
EXTENDED_ROLLING_800,800,OK,2023,800,1221,203,3.1531802753040287e-10,0.13297401035033168,0.6535497635647378,0.6865384615384615,3,0.014778325123152709,0.3333333333333333,0.125,1,2,7,193,6.398192559835314e-05,"[0.001048782839850139, 0.33568220084671124, 0.47875495495299325, 0.02347135943298878]",,,,,,,
EXTENDED_ROLLING_800,800,OK,2024,800,1424,205,5.937874368058002e-10,0.15689342728629496,0.19743619395227097,0.7306501547987616,17,0.08292682926829269,0.47058823529411764,0.23529411764705882,8,9,26,162,5.442050931900049e-05,"[0.0012119241647356367, 0.23953230890545435, 0.41532283350237065, 0.14324574148053643]",,,,,,,
EXTENDED_ROLLING_800,800,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.802210040675345e-10,0.15111801582261122,0.7149719630214987,37,0.4836601307189543,0.21176470588235294
EXTENDED_ROLLING_825,825,OK,2022,825,1016,205,1.128812683721239e-09,0.1638239476124488,0.26930279860003403,0.7275757575757575,20,0.0975609756097561,0.6,0.3,12,8,28,157,5.88496975200948e-05,"[0.0007175284413193313, 0.3303543472190882, 0.48072846720034584, 0.06945756157985883]",,,,,,,
EXTENDED_ROLLING_825,825,OK,2023,825,1221,203,3.1511645098118603e-10,0.13289286407927878,0.6525818781398104,0.6858974358974359,3,0.014778325123152709,0.3333333333333333,0.125,1,2,7,193,6.418156403183547e-05,"[0.0010629885224151929, 0.3385637881009549, 0.4678987683175981, 0.029200197146970253]",,,,,,,
EXTENDED_ROLLING_825,825,OK,2024,825,1424,205,5.936627598777746e-10,0.1568277434785789,0.19811183317234893,0.7309725158562368,17,0.08292682926829269,0.47058823529411764,0.24242424242424243,8,9,25,163,5.478927903782654e-05,"[0.001236513974624961, 0.23501564132035208, 0.41445968187658666, 0.14438949703207343]",,,,,,,
EXTENDED_ROLLING_825,825,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.803851639265556e-10,0.15124118773532508,0.7148152364431434,40,0.4679738562091503,0.2224747474747475
EXTENDED_ROLLING_850,850,OK,2022,850,1016,205,1.1296296597871963e-09,0.16406193632106325,0.26716596756366096,0.7314098750743606,20,0.0975609756097561,0.6,0.2926829268292683,12,8,29,156,5.822873192867554e-05,"[0.0007057091926905887, 0.32805922906026275, 0.48219125877047553, 0.07149492723840287]",,,,,,,
EXTENDED_ROLLING_850,850,OK,2023,850,1221,203,3.139501702130117e-10,0.1325692082908001,0.6491402550440546,0.6871794871794872,3,0.014778325123152709,0.3333333333333333,0.125,1,2,7,193,6.418156403183547e-05,"[0.001072868158693599, 0.32715051209711166, 0.4743521687453368, 0.03201521934717455]",,,,,,,
EXTENDED_ROLLING_850,850,OK,2024,850,1424,205,5.937938619653342e-10,0.15689007738338354,0.2064123519048663,0.7302677942212826,13,0.06341463414634146,0.46153846153846156,0.18181818181818182,6,7,27,165,5.655428653581432e-05,"[0.001240074001079393, 0.22863199328488132, 0.41370979088938514, 0.15074779735704924]",,,,,,,
EXTENDED_ROLLING_850,850,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.80315997573426e-10,0.15123444060757588,0.7162857188250434,36,0.4649572649572649,0.19983370288248337
EXTENDED_ROLLING_875,875,OK,2022,875,1016,205,1.1309726966338618e-09,0.16467053369517215,0.26526230187551336,0.7314098750743605,21,0.1024390243902439,0.6190476190476191,0.3170731707317073,13,8,28,156,5.708608377969767e-05,"[0.0006768392842900698, 0.32707277037205174, 0.48145295072089583, 0.0764230205791214]",,,,,,,
EXTENDED_ROLLING_875,875,OK,2023,875,1221,203,3.1391096383089333e-10,0.13246838628992727,0.6445325080145219,0.6884615384615385,3,0.014778325123152709,0.3333333333333333,0.125,1,2,7,193,6.397269540017408e-05,"[0.0011175013440627615, 0.3188913959442582, 0.4831080899489349, 0.026199573738708626]",,,,,,,
EXTENDED_ROLLING_875,875,OK,2024,875,1424,205,5.979032020388458e-10,0.15800629928058058,0.2995387621192529,0.7606599925843529,17,0.08292682926829269,0.47058823529411764,0.25806451612903225,8,9,23,165,5.946631107774625e-05,"[0.0009787306984755815, 0.30804367551507267, 0.4811848604903779, 0.05340350563514981]",,,,,,,
EXTENDED_ROLLING_875,875,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.821264027497168e-10,0.15177786815152453,0.7268438020400839,41,0.4743230625583566,0.23337922895357988
EXTENDED_ROLLING_900,900,OK,2022,900,1016,205,1.1315221423692633e-09,0.16460271579515923,0.2644817734175745,0.7308149910767401,21,0.1024390243902439,0.6190476190476191,0.3170731707317073,13,8,28,156,5.665074750817331e-05,"[0.0006777031435794811, 0.323622711142478, 0.4836919699388862, 0.07744914221572816]",,,,,,,
EXTENDED_ROLLING_900,900,OK,2023,900,1221,203,3.132893280553982e-10,0.13241861973350166,0.6248467872087378,0.6809851088201604,3,0.014778325123152709,0.3333333333333333,0.1111111111111111,1,2,8,192,6.344075968070182e-05,"[0.0010424093819483744, 0.3191986379700143, 0.48376929497398863, 0.034764246432516965]",,,,,,,
EXTENDED_ROLLING_900,900,OK,2024,900,1424,205,5.983535395507631e-10,0.1575451190216563,0.3191201455512521,0.7532284100080711,16,0.07804878048780488,0.5,0.2857142857142857,8,8,20,169,6.0599217706993106e-05,"[0.0010186306308838467, 0.3134400658176635, 0.5005726102007526, 0.026220485261880422]",,,,,,,
EXTENDED_ROLLING_900,900,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.822548913358096e-10,0.15158447951606527,0.7216761699683238,40,0.48412698412698413,0.23796618918570137
EXTENDED_ROLLING_925,925,OK,2022,925,1016,205,1.132669894910039e-09,0.16509189032669525,0.2638755194975031,0.7279166666666665,21,0.1024390243902439,0.6190476190476191,0.28888888888888886,13,8,32,152,5.538159819651228e-05,"[0.0006520582785817532, 0.3221799199452752, 0.48448737951398624, 0.08118848123902461]",,,,,,,
EXTENDED_ROLLING_925,925,OK,2023,925,1221,203,3.1282825952628643e-10,0.13246167147171806,0.6062818396001307,0.6832760595647194,3,0.014778325123152709,0.3333333333333333,0.1111111111111111,1,2,8,192,6.26382729947267e-05,"[0.0009820824921205587, 0.3188658751394356, 0.484664331833382, 0.04169015484097338]",,,,,,,
EXTENDED_ROLLING_925,925,OK,2024,925,1424,205,5.998729441315286e-10,0.15747530058476517,0.3076821590370147,0.7508071025020178,14,0.06829268292682927,0.42857142857142855,0.21428571428571427,6,8,22,169,6.017902832749556e-05,"[0.001039428021795456, 0.33003422451721065, 0.4709390117942399, 0.03632676441588184]",,,,,,,
EXTENDED_ROLLING_925,925,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.829941577281525e-10,0.15173897788843094,0.7206666095778012,38,0.4603174603174603,0.20476190476190473
EXTENDED_ROLLING_950,950,OK,2022,950,1016,205,1.1338711616823308e-09,0.1655315582782744,0.26377221635977066,0.7287394038829642,22,0.1073170731707317,0.6363636363636364,0.30434782608695654,14,8,32,151,5.442050931900049e-05,"[0.0006311573814034564, 0.31945245386306675, 0.4871125912928928, 0.0836273229915615]",,,,,,,
EXTENDED_ROLLING_950,950,OK,2023,950,1221,203,3.126166178861733e-10,0.13256588190333884,0.5868966087287997,0.6832760595647194,4,0.019704433497536946,0.25,0.1111111111111111,1,3,8,191,6.163674897281633e-05,"[0.0009347564267612853, 0.3200986636843525, 0.4831440876223862, 0.04803601530316842]",,,,,,,
EXTENDED_ROLLING_950,950,OK,2024,950,1424,205,6.00548014332815e-10,0.15825490409483645,0.28909562178585424,0.7599184278828328,17,0.08292682926829269,0.47058823529411764,0.25806451612903225,8,9,23,165,5.946631107774625e-05,"[0.0009686183908532797, 0.3288059269299428, 0.4741564733085086, 0.04310210690292282]",,,,,,,
EXTENDED_ROLLING_950,950,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.835515571190833e-10,0.15218123786764357,0.7239779637768388,43,0.4523172905525847,0.22450781777569997
EXTENDED_ROLLING_975,975,OK,2022,975,1016,205,1.1346029036700412e-09,0.16583529223645468,0.264191777331343,0.7371397791543226,25,0.12195121951219512,0.6,0.3191489361702128,15,10,32,148,5.346990046252427e-05,"[0.0006197287272239775, 0.3181801559394386, 0.488129287498022, 0.08495835269445498]",,,,,,,
EXTENDED_ROLLING_975,975,OK,2023,975,1221,203,3.1247003404671964e-10,0.1327704587075487,0.5660618572545479,0.6844215349369989,4,0.019704433497536946,0.25,0.1111111111111111,1,3,8,191,6.112585041449735e-05,"[0.0008799360612691935, 0.32057441630353534, 0.48401159657600495, 0.05366699262487429]",,,,,,,
EXTENDED_ROLLING_975,975,OK,2024,975,1424,205,6.004599372460542e-10,0.15849948858462093,0.2770405839399229,0.7593622543566927,17,0.08292682926829269,0.47058823529411764,0.25806451612903225,8,9,23,165,5.884247452479002e-05,"[0.0009474589552209778, 0.32606377061432595, 0.4756130131354417, 0.04664619282815513]",,,,,,,
EXTENDED_ROLLING_975,975,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.837182696562539e-10,0.15243235430008628,0.7269745228160046,46,0.44019607843137254,0.22944152113678537
EXTENDED_ROLLING_1000,1000,OK,2022,1000,1016,205,1.1355614303397943e-09,0.16620247497655835,0.2648299916784813,0.7372744411527067,27,0.13170731707317074,0.5555555555555556,0.3191489361702128,15,12,32,146,5.265599096433581e-05,"[0.0006089554882938042, 0.31537167603918626, 0.4917990798317524, 0.08481286533691026]",,,,,,,
EXTENDED_ROLLING_1000,1000,OK,2023,1000,1221,203,3.123029276360277e-10,0.13291810638485801,0.5475835640547249,0.6896373056994818,5,0.024630541871921183,0.2,0.1,1,4,9,189,5.972024305466017e-05,"[0.0008434885648241801, 0.3204588343929446, 0.48364421252580836, 0.05865931206836486]",,,,,,,
EXTENDED_ROLLING_1000,1000,OK,2024,1000,1424,205,6.00343863240027e-10,0.15878159458048482,0.27030551748654863,0.7597330367074527,17,0.08292682926829269,0.47058823529411764,0.25806451612903225,8,9,23,165,5.824005654764249e-05,"[0.0009359613557736072, 0.3231377164687813, 0.4786155154856598, 0.046819193658713176]",,,,,,,
EXTENDED_ROLLING_1000,1000,OK,POOLED_2022_2024,,,,,,,,,,,,,,,,,,613,6.83944664753633e-10,0.15269838475582384,0.7288815945198804,49,0.4087145969498911,0.22573781743308166
