date,close,midas_monthly_reference,midas_displacement_pct,midas_level,midas_shock_direction,midas_running_peak,midas_running_trough,midas_alert,causal_monthly_reference,causal_level,causal_alert,alert_diff_vs_causal
2025-12-18,4332.729820,4172.658626,3.836090,NEUTRAL,NEUTRAL,,,OFF,4122.881586,UP,OFF,False
2025-12-19,4338.504790,4172.658626,3.974489,NEUTRAL,NEUTRAL,,,OFF,4122.881586,UP,OFF,False
2025-12-21,4338.529850,4172.658626,3.975090,NEUTRAL,NEUTRAL,,,OFF,4122.881586,UP,OFF,False
2025-12-22,4443.589480,4172.658626,6.493034,UP,UP,4443.589480,,OFF,4122.881586,UP,OFF,False
2025-12-23,4484.453900,4172.658626,7.472478,UP,UP,4484.453900,,OFF,4122.881586,UP,OFF,False
2025-12-24,4479.715390,4172.658626,7.358927,UP,UP,4484.453900,,OFF,4122.881586,UP,OFF,False
2025-12-25,4479.668160,4172.658626,7.357795,UP,UP,4484.453900,,OFF,4122.881586,UP,OFF,False
2025-12-26,4532.493130,4172.658626,8.623963,UP,UP,4532.493130,,OFF,4122.881586,UP,OFF,False
2025-12-28,4532.588900,4172.658626,8.626258,UP,UP,4532.588900,,OFF,4122.881586,UP,OFF,False
2025-12-29,4332.024490,4172.658626,3.819311,NEUTRAL,UP,4532.588900,,DOWN_ALERT,4122.881586,UP,DOWN_ALERT,False
2025-12-30,4338.948510,4172.658626,3.985213,NEUTRAL,UP,4532.588900,,DOWN_ALERT,4122.881586,UP,DOWN_ALERT,False
2025-12-31,4316.552490,4172.658626,3.448428,NEUTRAL,UP,4532.588900,,DOWN_ALERT,4122.881586,UP,DOWN_ALERT,False
